;TrV;Benämning;Definition;Synonym
Grundfunktioner och Komponenter;CB;Induktivt lagrande objekt;lagrande objekt för elektrisk energi i ett elektromagnetiskt fält;
Grundfunktioner och Komponenter;CBA;Spole;induktivt lagrande objekt för induktiv laddning;
Grundfunktioner och Komponenter;CC;Elektrokemiskt lagrande objekt;lagrande objekt för elektrisk energi i en elektrokemisk substans;Buffertbatteri
Grundfunktioner och Komponenter;CCA;Uppladdningsbart batteri;elektrokemiskt lagrande objekt genom reversibel reaktion;
Grundfunktioner och Komponenter;CF;Informationslagrande objekt;lagrande objekt för information;
Grundfunktioner och Komponenter;CFA;Informationslagringsmedium;informationslagrande objekt på ett medium;cd, cd-rom, diskett, flashdrive, flashminne, hårddisk, lagringsenhet, magnetband, minnespinne, ssd-disk, ssd-minne, usb-minne
Grundfunktioner och Komponenter;CL;Öppet stationärt fysiskt lagrande objekt;lagrande objekt för materia eller personer i en öppen omslutning;
Grundfunktioner och Komponenter;CLA;Kar;öppet stationärt fysiskt lagrande objekt för vätskor;badkar, bassäng, öppen behållare
Grundfunktioner och Komponenter;CLB;Hylla;öppet stationärt fysiskt lagrande objekt för solida objekt ;bokhylla, hatthylla, hyllställning, kapphylla, konsolhylla, skohylla
Grundfunktioner och Komponenter;CM;Slutet stationärt fysiskt lagrande objekt;lagrande objekt för materia i en stationär omslutning;
Grundfunktioner och Komponenter;CMA;Tank;slutet stationärt fysiskt lagrande objekt för vätska eller gas;ackumulatortank, avloppstank, avspänningskärl, avsvalningskärl, hydrofor, magasin, nox-tank, latrin, sluten behållare, spillvattentank, tryckhållningskärl
Grundfunktioner och Komponenter;CMB;Skåp;slutet stationärt fysiskt lagrande objekt för solid materia;byrå, hurts, låda, garderob, städskåp, förvaringsskåp
Grundfunktioner och Komponenter;CN;Flyttbart fysiskt lagrande objekt;lagrande objekt för gods eller personer i en flyttbar omslutning;
Grundfunktioner och Komponenter;CNA;Flyttbar behållare;slutet flyttbart fysiskt lagrande objekt för solid materia eller personer;askkopp, container, hisskorg, hurts, papperskorg, planteringskärl, planteringslåda, skåp, skräpkorg, soptunna, storsäck
Grundfunktioner och Komponenter;CNB;Gasflaska;slutet flyttbart fysiskt lagrande objekt för gas;gastub
Grundfunktioner och Komponenter;CNC;Tunna;slutet flyttbart fysiskt lagrande objekt för vätska;flaska
Grundfunktioner och Komponenter;CP;Termisk energilagrande objekt;lagrande objekt för termisk energi;
Grundfunktioner och Komponenter;CPA;Varmvattentank;termisk energilagrande objekt för vätska;ackumulatortank
Grundfunktioner och Komponenter;CPB;Gastank;termisk energilagrande objekt för gas;
Grundfunktioner och Komponenter;CPC;Värmeackumulor av fast materia;termisk energilagrande objekt för solid materia;
Grundfunktioner och Komponenter;CPD;Behållare för fasskiftmaterial;termisk energilagrande objekt för fasändrande material;
Grundfunktioner och Komponenter;CQ;Mekanisk energilagrande objekt;lagrande objekt för mekanisk energi;
Grundfunktioner och Komponenter;CQA;Svänghjul;mekanisk energilagrande objekt i form av rörelseenergi;
Grundfunktioner och Komponenter;CQB;Elastisk energilagrare;mekanisk energilagrande objekt i form av elastisk energi;dörrstängare, fjäder, gummiband
Grundfunktioner och Komponenter;CQC;Motvikt;mekanisk energilagrande objekt i form av lägesenergi;
Grundfunktioner och Komponenter;E;Avgivande objekt;objekt för avgivande;
Grundfunktioner och Komponenter;EA;Ljuskälla;avgivande objekt för ljus;belysningsenhet, lampenhet
Grundfunktioner och Komponenter;EAA;Elektrisk lampa;ljuskälla genom elektricitet;båglampa, glödlampa, halogenlampa, högtrycksnatriumlampa, kvicksilverlampa, lysrör, led-lampa, lysdiodlampa, natriumlampa, neonlampa, xenonlampa, uv-lampa
Grundfunktioner och Komponenter;EAB;Gaslampa;ljuskälla genom gasförbränning;
Grundfunktioner och Komponenter;EAC;Vätskelampa;ljuskälla genom vätskeförbränning;fotogenlampa
Grundfunktioner och Komponenter;EB;Elektriskt värmeavgivande objekt;avgivande objekt för elektriskt genererad värme;
Grundfunktioner och Komponenter;EBA;Elektrisk vätskevärmare;elvärmeavgivande objekt genom vätska;doppvärmare, elpanna, elpatron, mantelvärmare, poolvärme, värmepanna, elpanna, flispanna, fritös, gaspanna, kokeri, kokgryta, oljepanna, oljevärmare, pelletspanna, vattenbad, varmvattenberedare, varmvattenpanna, vattenkokare, vattenvärmare, vedpanna, tappvattenvärmeväxlare, vattenberedare med slinga, vätskekopplad återvinning
Grundfunktioner och Komponenter;EBB;Elvärmeplatta;elvärmeavgivande objekt genom en öppen yta;bastuaggregat, elradiator, konvektor, spishäll, spisplatta, stekbord, stekhäll, varmhållare, golvvärmematta, takvärmematta, värmelist
Grundfunktioner och Komponenter;EBC;Elektrisk värmekabel;elvärmeavgivande objekt genom en kabel;betonghärdning, frostskydd av rör, handdukstork, hängrännevärme, markvärme, spårspärrsvärme, spårväxelvärmare, stuprörsvärme, värmelement i växeldriv, växelvärmarelement
Grundfunktioner och Komponenter;EBD;Elektrisk varmluftsfläkt;elvärmeavgivande objekt genom luftblåsning;aerotemper, luftvärmare, torkaggregat
Grundfunktioner och Komponenter;EBE;Elektrisk bågvärmare;elvärmeavgivande objekt genom elektrisk båge;
Grundfunktioner och Komponenter;EBF;Induktionsvärmare;elvärmeavgivande objekt genom strömflöde i det upphettade objektet;induktionsplatta, induktionshäll, induktionsspis, induktionsugn
Grundfunktioner och Komponenter;EBG;Infraröd elvärmare;elvärmeavgivande objekt genom infraröd strålning;bastuaggregat, brödrost, elgrill, elspis med glaskeramikhäll, salamander, strålningsvärmare, värmelampa
Grundfunktioner och Komponenter;EBH;Elektrisk ugn;elvärmeavgivande objekt genom omslutande upphettade ytor;hetluftsugn, jässkåp, kombiugn, stekugn, värmehurts, värmemonter, värmeskåp
Grundfunktioner och Komponenter;EC;Elektriskt kylande objekt;avgivande objekt för elektriskt genererad kyla;
Grundfunktioner och Komponenter;ECA;Elektriskt kylande yta;elektriskt kylande objekt genom en kylande yta;
Grundfunktioner och Komponenter;ECB;Elektrisk kalluftblåsare;elektriskt kylande objekt genom luftströmning;
Grundfunktioner och Komponenter;ECC;Kompressionskylare;elektriskt kylande objekt genom fasförändring;
Grundfunktioner och Komponenter;EE;Trådlöst kraftavgivande objekt;avgivande objekt för trådlös kraft;
Grundfunktioner och Komponenter;EEA;Induktiv kraftavgivare;trådlös kraftavgivande objekt genom induktiv koppling;qi‑laddare, trådlös laddare
Grundfunktioner och Komponenter;EEB;Mikrovågsugn;trådlös kraftavgivande objekt genom mikrovågor;
Grundfunktioner och Komponenter;EEC;Röntgenapparat;trådlös kraftavgivande objekt genom röntgenstrålning;
Grundfunktioner och Komponenter;EED;Gammastrålningsavgivare;trådlös kraftavgivande objekt genom gammastrålning;
Grundfunktioner och Komponenter;EEE;Kapacitiv kopplare;trådlös kraftavgivande objekt genom kapacitiv koppling;
Grundfunktioner och Komponenter;EG;Termisk energiöverförande objekt;avgivande objekt för värme och kyla genom överföring av termisk energi;
Grundfunktioner och Komponenter;EGA;Värmepump/kylmaskin;termisk energiöverförande objekt genom fasförändring;kompressionskylare, kylskåp, frysbox, frysskåp, frysbänk, infrysningsskåp, kyl- och frysskåp, kylcontainer, kyldisk, kylmonter, nedkylningsskåp, snabbinfrysningsskåp, snabbnedkylningsskåp, upptiningsskåp
Grundfunktioner och Komponenter;EGB;Peltierelement;termisk energiöverförande objekt genom Peltierelement;kylplatta
Grundfunktioner och Komponenter;EGC;Värmeväxlare;termisk energiöverförande objekt mellan flöden genom ett mellanliggande material;avloppsvärmeväxlare, batterivärmeväxlare, fjärrvärmeväxlare, korsströmsvärmeväxlare, luft/vattenvärmeväxlare, plattvärmeväxlare, roterande värmeväxlare
Grundfunktioner och Komponenter;EM;Förbränningsvärmande objekt;avgivande objekt för värme genom förbränning;
Grundfunktioner och Komponenter;EMA;Värmepanna;förbränningsvärmeaavgivande objekt för vätska;elpanna, oljepanna, pelletspanna, vedpanna
Grundfunktioner och Komponenter;EMB;Brännugn;förbränningsvärmeaavgivande objekt för ett internt utrymme;gasspis
Grundfunktioner och Komponenter;EMC;Brännare;förbränningsvärmeaavgivande objekt för uppvärmning av fast materia;gasolgrill, kolgrill, salamander
Grundfunktioner och Komponenter;EP;Termiskt värmande objekt;avgivande objekt för värme genom termisk energi;
Grundfunktioner och Komponenter;EPA;Värmerör;termiskt värmande objekt genom het vätska;
Grundfunktioner och Komponenter;EPB;Värmefilt;termiskt värmande objekt genom en genomtränglig upphettad yta;
Grundfunktioner och Komponenter;EPC;Värmeelement;termiskt värmande objekt genom en icke genomtränglig upphettad yta;element, panelradiator, vattenburen radiator, vattenradiator
Grundfunktioner och Komponenter;EPD;Varmluftsaggregat;termiskt värmande objekt genom blåsning av luft;fläktluftvärmare
Grundfunktioner och Komponenter;EQ;Termiskt kylande objekt;avgivande objekt för kyla genom termisk energi;
Grundfunktioner och Komponenter;EQA;Kylmedelskylare;termiskt kylande objekt som kyler fluid;
Grundfunktioner och Komponenter;EQB;Kylfilt;termiskt kylande objekt genom en genomtränglig kall yta;
Grundfunktioner och Komponenter;EQC;Kylelement;termiskt kylande objekt genom en icke genomtränglig kall yta;förångare, kyltorn
Grundfunktioner och Komponenter;EQD;Kylrör;termiskt kylande objekt genom kyld vätska i rör;kylbaffel, kylbatteri, kylslinga
Grundfunktioner och Komponenter;EQE;Luftkylare;termiskt kylande objekt genom blåsning av luft;fläktkonvektor, fläktluftkylare, kylfläkt, kyltorkare
Grundfunktioner och Komponenter;ET;Kärnkraftsvärmande objekt;avgivande objekt för värme genom nukleär fission;
Grundfunktioner och Komponenter;ETA;Kokvattenreaktor;kärnkraftsvärmande objekt som avger vätskeflöde;
Grundfunktioner och Komponenter;ETB;Tryckvattenreaktor;kärnkraftsvärmande objekt som avger ångflöde;
Grundfunktioner och Komponenter;ETC;Gaskyld reaktor;kärnkraftsvärmande objekt som avger gasflöde;
Grundfunktioner och Komponenter;EU;Partikelavgivande objekt;avgivande objekt för subatomära partiklar;
Grundfunktioner och Komponenter;EUA;Plasmagenerator;partikelavgivande objekt för joniserade partiklar;
Grundfunktioner och Komponenter;EUB;Partikelgenerator;partikelavgivande objekt för icke joniserade partiklar;
Grundfunktioner och Komponenter;EV;Ljudavgivande objekt;avgivande objekt för akustiska vågor;
Grundfunktioner och Komponenter;EVA;Sonar;ljudavgivande objekt för ultraljud;
Grundfunktioner och Komponenter;EVB;Bullerutsläckande högtalare;ljudavgivande objekt för hörbara frekvenser för bullerdämpning;
Grundfunktioner och Komponenter;F;Skyddande objekt;objekt för skydd mot effekterna av farliga eller oönskade förhållanden;
Grundfunktioner och Komponenter;FA;Överspänningsskyddande objekt;skyddande objekt mot överspänning;
Grundfunktioner och Komponenter;FAA;Gnistgap;överspänningsskyddande objekt genom ett gnistgap;Ventilavledare
Grundfunktioner och Komponenter;FAB;Varistor;överspänningsskyddande objekt genom en varistor;
Grundfunktioner och Komponenter;FAC;Zenerdiod;överspänningsskyddande objekt genom en zenerdiod;zenerbarriär
Grundfunktioner och Komponenter;FAD;Strömpulsskydd;överspänningsskyddande objekt genom absorption av strömpuls;gasurladdningsrör
Grundfunktioner och Komponenter;FB;Jordfelsskyddande objekt;skyddande objekt mot jordfelsströmmar;
Grundfunktioner och Komponenter;FBA;Jordfelsbrytare;jordfelsskyddande objekt som övervakar ett elnät och stänger av i händelse av jordfelsströmmar;
Grundfunktioner och Komponenter;FBB;Nollpunktsmotstånd;jordfelsskyddande objekt som begränsar styrkan hos jordfelsströmmar;nollpunktsreaktor, neutralpunktsreaktor
Grundfunktioner och Komponenter;FC;Överströmsskyddande objekt;skyddande objekt mot överström;
Grundfunktioner och Komponenter;FCA;Säkring;överströmsskyddande objekt som genom säkring öppnar kretsen som den ingår igenom att bryta strömmen när denna överskrider ett bestämt värde under tillräckligt lång tid;diazedsäkring, finsäkring, gängsäkringscentral, högspänningssäkring, smältsäkring, säkring
Grundfunktioner och Komponenter;FCB;Automatsäkring;"överströmsskyddande objekt som genom säkring öppnar kretsen som den ingår igenom att bryta strömmen när denna överskrider ett bestämt värde under tillräckligt lång tid och som sedan går att återställa

NOT Denna klass är avsedd för sådana kretsbrytare som är i enlighet med IEC 60898";dvärgbrytare
Grundfunktioner och Komponenter;FCC;Bimetallbrytare;överströmsskyddande objekt som öppnar den krets det ingår igenom att bryta strömmen när denna överskrider ett givet värde under tillräckligt lång tid;motorskydd, termiskt överströmsskydd
Grundfunktioner och Komponenter;FE;Fältskyddande objekt;skyddande objekt mot elektriska och/eller magnetiska fält;Inkapsling för elektromagnetisk skärmning
Grundfunktioner och Komponenter;FEA;Skydd mot elektriskt fält;fältskyddande objekt mot elektriskt fält;
Grundfunktioner och Komponenter;FEB;Skydd mot magnetiskt fält;fältskyddande objekt mot magnetiskt fält;
Grundfunktioner och Komponenter;FEC;Skydd mot elektromagnetiskt fält;fältskyddande objekt mot elektromagnetsikt fält;faradays bur
Grundfunktioner och Komponenter;FL;Tryckskyddande objekt;skyddande objekt mot tryck;
Grundfunktioner och Komponenter;FLA;Säkerhetsventil;tryckskyddande objekt som frisläpper ånga eller vätska när trycket överskrider ett gränsvärde;luftningsventil, tryckreduceringsventil, övertrycksventil
Grundfunktioner och Komponenter;FLB;Säkerhetsspjäll;tryckskyddande objekt som öppnar eller stänger ett luftflöde när trycket överskrider eller underskrider ett gränsvärde;detonationsskydd, övertrycksspjäll
Grundfunktioner och Komponenter;FLC;Vakuumbrytare;tryckskyddande objekt som förhindrar vacuum;
Grundfunktioner och Komponenter;FLD;Brottskiva;tryckskyddande objekt som oåterkalleligt bryts upp i händelse av överskriden tryckskillnad;frostskyddpropp
Grundfunktioner och Komponenter;FLE;Expansionskärl;tryckskyddande objekt genom volymexpansion;expansionstank
Grundfunktioner och Komponenter;FLF;Sprängbleck;tryckskyddande objekt genom lokal försvagning av omslutning;
Grundfunktioner och Komponenter;FM;Brandskyddande objekt;skyddande objekt mot brand;
